article,articleLabel,pleiadesID
http://www.wikidata.org/entity/Q103194735,Schleitheim (Samian Ware Discovery Site),187429
http://www.wikidata.org/entity/Q1342569,Q1342569,187435
http://www.wikidata.org/entity/Q8987384,Centum Prata,187438
http://www.wikidata.org/entity/Q279572,Kundl,187441
http://www.wikidata.org/entity/Q14907072,Lenensburg,187452
http://www.wikidata.org/entity/Q602906,Lentienses,187453
http://www.wikidata.org/entity/Q1824839,Licates,187454
http://www.wikidata.org/entity/Q39780,Lozzo di Cadore,187461
http://www.wikidata.org/entity/Q64972,Maladers,187466
http://www.wikidata.org/entity/Q1238447,Q1238447,187472
http://www.wikidata.org/entity/Q1943790,Molzbichl,187480
http://www.wikidata.org/entity/Q69961,Muralto,187483
http://www.wikidata.org/entity/Q1969658,Natisone,187487
http://www.wikidata.org/entity/Q131434,Noricum,187490
http://www.wikidata.org/entity/Q692721,Oberdrauburg,187494
http://www.wikidata.org/entity/Q690195,Oberlienz,187495
http://www.wikidata.org/entity/Q62019,Orsingen-Nenzingen,187499
http://www.wikidata.org/entity/Q1590078,Patriasdorf,187507
http://www.wikidata.org/entity/Q41065,Pieve di Cadore,187509
http://www.wikidata.org/entity/Q1628561,Pillerhöhe,187510
http://www.wikidata.org/entity/Q669135,Plöcken Pass,187514
http://www.wikidata.org/entity/Q1735,Innsbruck,187516
http://www.wikidata.org/entity/Q41013,Ponte nelle Alpi,187520
http://www.wikidata.org/entity/Q156789,Raetia,187523
http://www.wikidata.org/entity/Q53327,Ragogna,187528
http://www.wikidata.org/entity/Q258810,Salorno sulla Strada del Vino,187536
http://www.wikidata.org/entity/Q483522,Villach,187537
http://www.wikidata.org/entity/Q303226,Sanzeno,187538
http://www.wikidata.org/entity/Q49657,Schaan,187541
http://www.wikidata.org/entity/Q65446,Schänis,187542
http://www.wikidata.org/entity/Q1285510,Echelidai,187545
http://www.wikidata.org/entity/Q14880144,Sebatum,187546
http://www.wikidata.org/entity/Q660576,Seeboden,187549
http://www.wikidata.org/entity/Q3964258,Solduno,187555
http://www.wikidata.org/entity/Q1502960,Lago di Mezzola,187562
http://www.wikidata.org/entity/Q53368,Sutrio,187564
http://www.wikidata.org/entity/Q64740,Tamins,187566
http://www.wikidata.org/entity/Q692617,Tarrenz,187569
http://www.wikidata.org/entity/Q1795532,Tergolape,187580
http://www.wikidata.org/entity/Q15060335,Q15060335,187581
http://www.wikidata.org/entity/Q697154,Teurnia,187583
http://www.wikidata.org/entity/Q694309,Thaur,187584
http://www.wikidata.org/entity/Q369269,Untersberg,187601
http://www.wikidata.org/entity/Q499700,Vadena,187605
http://www.wikidata.org/entity/Q1230625,Castra Vemania,187609
http://www.wikidata.org/entity/Q4009691,Q4009691,187613
http://www.wikidata.org/entity/Q164912,Castrum Vitudurum,187624
http://www.wikidata.org/entity/Q64609,Zernez,187631
http://www.wikidata.org/entity/Q64890,Zillis-Reischen,187632
http://www.wikidata.org/entity/Q4741716,Ambresbury Banks,187989739
http://www.wikidata.org/entity/Q6686240,Loughton Camp,187989740
http://www.wikidata.org/entity/Q3748443,Forum of Pompeii,188321148
http://www.wikidata.org/entity/Q7924396,Via Sublacensis,188535571
http://www.wikidata.org/entity/Q2121746,Koi Krylgan Kala,189758765
http://www.wikidata.org/entity/Q2402237,Tell el-Farkha,189900109
http://www.wikidata.org/entity/Q17984614,Knockeen Portal Tomb,191098849
http://www.wikidata.org/entity/Q666004,Lukmanier Pass,191772
http://www.wikidata.org/entity/Q667166,Septimer Pass,191773
http://www.wikidata.org/entity/Q289898,Julier Pass,191774
http://www.wikidata.org/entity/Q222860,Reschen Pass,191775
http://www.wikidata.org/entity/Q212946,Brenner Pass,191777
http://www.wikidata.org/entity/Q1039186,Sam'al,192555966
http://www.wikidata.org/entity/Q731284,Temple of Vespasian and Titus,193196776
http://www.wikidata.org/entity/Q53140,San Canzian d'Isonzo,194040
http://www.wikidata.org/entity/Q11911976,Q11911976,194044
http://www.wikidata.org/entity/Q21556431,Sanctio,194066
http://www.wikidata.org/entity/Q1419053,Palia Kameni,194521550
http://www.wikidata.org/entity/Q725404,Pyramid of Cestius,195092807
http://www.wikidata.org/entity/Q3346892,Necropoli Etrusca del Crocifisso del Tufo,195410768
http://www.wikidata.org/entity/Q1568438,Abusir,195443086
http://www.wikidata.org/entity/Q2179583,Hedemunden,19570166
http://www.wikidata.org/entity/Q79098801,Silva Litana,196750886
http://www.wikidata.org/entity/Q1144573,Bougon,197001409
http://www.wikidata.org/entity/Q11904143,Q11904143,197071
http://www.wikidata.org/entity/Q3604875,Q3604875,197074
http://www.wikidata.org/entity/Q60346298,Ad Vicesimum,197090
http://www.wikidata.org/entity/Q103138778,Albertfalva (Samian Ware Discovery Site),197100
http://www.wikidata.org/entity/Q375582,Labin,197102
http://www.wikidata.org/entity/Q12744603,Andautonia,197113
http://www.wikidata.org/entity/Q1265006,Castra Annamatia,197118
http://www.wikidata.org/entity/Q3510699,Aquae Iasae,197127
http://www.wikidata.org/entity/Q103157753,Budapest (Samian Ware Discovery Site),197130
http://www.wikidata.org/entity/Q623345,Aquincum,197131
http://www.wikidata.org/entity/Q750427,Vodice,197133
http://www.wikidata.org/entity/Q1088762,Ardiaei,197136
http://www.wikidata.org/entity/Q69109143,Arupium,197143
http://www.wikidata.org/entity/Q741219,Asseria,197145
http://www.wikidata.org/entity/Q4817514,Atrans,197147
http://www.wikidata.org/entity/Q784432,Autariatae,197151
http://www.wikidata.org/entity/Q103194296,Sárvár (Samian Ware Discovery Site),197160
http://www.wikidata.org/entity/Q208367,Bosna,197162
http://www.wikidata.org/entity/Q1735363,Castra of Gračine,197167
http://www.wikidata.org/entity/Q184046,Zenica,197170
http://www.wikidata.org/entity/Q855117,Bölcske,197174
http://www.wikidata.org/entity/Q849498,Q849498,197179
http://www.wikidata.org/entity/Q383902,Brigetio,197180
http://www.wikidata.org/entity/Q103166408,Komárom (Samian Ware Discovery Site),197180
http://www.wikidata.org/entity/Q103197342,Szőny (Samian Ware Discovery Site),197180
http://www.wikidata.org/entity/Q103157948,Burnum (Samian Ware Discovery Site),197184
http://www.wikidata.org/entity/Q1025450,Caesariana,197186
http://www.wikidata.org/entity/Q973274,Castra Campona,197187
http://www.wikidata.org/entity/Q911899,Carnian,197193
http://www.wikidata.org/entity/Q1792747,Castra Ad Herculem,197199
http://www.wikidata.org/entity/Q1012,Celje,197206
http://www.wikidata.org/entity/Q103199319,Vinkovci (Samian Ware Discovery Site),197207
http://www.wikidata.org/entity/Q1735351,Castra Cirpi,197208
http://www.wikidata.org/entity/Q15918,Slovenj Gradec,197218
http://www.wikidata.org/entity/Q667713,Contra-Aquincum (Budapest),197220
http://www.wikidata.org/entity/Q868928,Burgus Contra Florentiam,197222
http://www.wikidata.org/entity/Q13288,Korčula,197224
http://www.wikidata.org/entity/Q2997432,Cornacates,197226
http://www.wikidata.org/entity/Q1735345,Castrum Crumerum,197232
http://www.wikidata.org/entity/Q1254432,Daesitiates,197239
http://www.wikidata.org/entity/Q1255537,Delminium,197244
http://www.wikidata.org/entity/Q378556,Palagruža,197248
http://www.wikidata.org/entity/Q437,Ljubljana,197258
http://www.wikidata.org/entity/Q103161336,Emona (Samian Ware Discovery Site),197258
http://www.wikidata.org/entity/Q103183001,Milano (Samian Ware Discovery Site),197258
http://www.wikidata.org/entity/Q1265876,Enchele,197260
http://www.wikidata.org/entity/Q990124,Eravisci,197265
http://www.wikidata.org/entity/Q2268382,Plomin,197272
http://www.wikidata.org/entity/Q201001,Flavia Solva,197273
http://www.wikidata.org/entity/Q643600,Gleisdorf,197284
http://www.wikidata.org/entity/Q103158832,Carnuntum (Samian Ware Discovery Site),197287
http://www.wikidata.org/entity/Q103197360,Tác (Samian Ware Discovery Site),197287
http://www.wikidata.org/entity/Q1035448,Hercuniates,197301
http://www.wikidata.org/entity/Q221184,Umag,197308
http://www.wikidata.org/entity/Q4678175,Ad Pirum,197317
http://www.wikidata.org/entity/Q12900573,Iuenna,197330
http://www.wikidata.org/entity/Q958654,Kisapostag,197338
http://www.wikidata.org/entity/Q368385,Kopačevo,197339
http://www.wikidata.org/entity/Q13289,Korčula,197340
http://www.wikidata.org/entity/Q2055264,Latobici,197344
http://www.wikidata.org/entity/Q1000971,Mrkonjić Grad,197350
http://www.wikidata.org/entity/Q15893,Municipality of Logatec,197357
http://www.wikidata.org/entity/Q964298,Castrum Lugio,197360
http://www.wikidata.org/entity/Q1563545,Castrum Lussonium,197362
http://www.wikidata.org/entity/Q1213351,Mözs,197385
http://www.wikidata.org/entity/Q272009,Makarska,197386
http://www.wikidata.org/entity/Q103199398,Vukovar (Samian Ware Discovery Site),197389
http://www.wikidata.org/entity/Q103188507,Osijek (Samian Ware Discovery Site),1973891
http://www.wikidata.org/entity/Q21556432,Mursella,197390
http://www.wikidata.org/entity/Q11938028,Q11938028,197391
http://www.wikidata.org/entity/Q1070875,Nagykovácsi,197396
http://www.wikidata.org/entity/Q11122991,Nauportus,197401
http://www.wikidata.org/entity/Q923561,Nesactium,197405
http://www.wikidata.org/entity/Q15736475,Neviodunum,197408
http://www.wikidata.org/entity/Q103160858,Drnovo (Samian Ware Discovery Site),197408
http://www.wikidata.org/entity/Q21556433,Ortopla,197420
http://www.wikidata.org/entity/Q3357543,Q3357543,197422
http://www.wikidata.org/entity/Q5323,Poreč,197427
http://www.wikidata.org/entity/Q1186235,Páty,197429
http://www.wikidata.org/entity/Q6383,Lake Balaton,197430
http://www.wikidata.org/entity/Q45100,Põlva,197431
http://www.wikidata.org/entity/Q1027271,Perbál,197432
http://www.wikidata.org/entity/Q5993,Hvar,197434
http://www.wikidata.org/entity/Q1236038,Pilisszántó,197436
http://www.wikidata.org/entity/Q695767,Buzet,197438
http://www.wikidata.org/entity/Q1382,Piran,197439
http://www.wikidata.org/entity/Q7199541,Pituntium,197441
http://www.wikidata.org/entity/Q103190650,Ptuj (Samian Ware Discovery Site),197446
http://www.wikidata.org/entity/Q842923,Pomáz,197451
http://www.wikidata.org/entity/Q396526,Trilj,197453
http://www.wikidata.org/entity/Q3909822,Praetentura Italiae et Alpium,197456
http://www.wikidata.org/entity/Q15926,Trebnje,197457
http://www.wikidata.org/entity/Q6645688,Promona,197458
http://www.wikidata.org/entity/Q1075327,Rácalmás,197465
http://www.wikidata.org/entity/Q21452376,Sabatinca,197481
http://www.wikidata.org/entity/Q103200389,Zalalövő (Samian Ware Discovery Site),197482
http://www.wikidata.org/entity/Q21556434,Saloca,197486
http://www.wikidata.org/entity/Q3183049,Vrba,197491
http://www.wikidata.org/entity/Q20196435,Sardeates,197495
http://www.wikidata.org/entity/Q42007,Szombathely,197498
http://www.wikidata.org/entity/Q11947910,Scardona,197502
http://www.wikidata.org/entity/Q192119,Sisak,197504
http://www.wikidata.org/entity/Q103195569,Sisak (Samian Ware Discovery Site),197504
http://www.wikidata.org/entity/Q920824,Seregélyes,197506
http://www.wikidata.org/entity/Q3480549,Serbinum,197509
http://www.wikidata.org/entity/Q7456830,Setovia,197510
http://www.wikidata.org/entity/Q698520,Liezen,197530
http://www.wikidata.org/entity/Q688726,Trieben,197533
http://www.wikidata.org/entity/Q920876,Szebény,197535
http://www.wikidata.org/entity/Q429409,Szob,197537
http://www.wikidata.org/entity/Q2001926,Trsat,197541
http://www.wikidata.org/entity/Q589858,Taurisci,197545
http://www.wikidata.org/entity/Q3511836,Tilurium,197552
http://www.wikidata.org/entity/Q20527315,Tragourion,197555
http://www.wikidata.org/entity/Q174715,Transaquincum,197556
http://www.wikidata.org/entity/Q12749569,Q12749569,197574
http://www.wikidata.org/entity/Q775393,Karlobag,197575
http://www.wikidata.org/entity/Q103138276,Adony (Samian Ware Discovery Site),197580
http://www.wikidata.org/entity/Q3354363,Oppidum du Cayla,198220760
http://www.wikidata.org/entity/Q3621780,Arch of Malborghetto,19871431
http://www.wikidata.org/entity/Q7084681,Old Oswestry,198909520
http://www.wikidata.org/entity/Q1055253,Monte Poggiolo,19936501
http://www.wikidata.org/entity/Q1547142,Nea Kameni,199559843
http://www.wikidata.org/entity/Q27686196,House of Pansa,19985870
http://www.wikidata.org/entity/Q85836640,Triconch Palace at Butrint,200345143
http://www.wikidata.org/entity/Q1098970,Claustra Alpium Iuliarum,201587
http://www.wikidata.org/entity/Q1477526,KV20,201675359
http://www.wikidata.org/entity/Q152348,Castalian Spring,203037083
http://www.wikidata.org/entity/Q2894369,Belgites,203102
http://www.wikidata.org/entity/Q4891677,Berginium,203104
http://www.wikidata.org/entity/Q7455421,Serretes,203158
http://www.wikidata.org/entity/Q522804,Stridon,203160
http://www.wikidata.org/entity/Q1355961,Ermine Street,203193875
http://www.wikidata.org/entity/Q1478558,Stones  of Stenness,203544459
http://www.wikidata.org/entity/Q808495,Barnhouse Settlement,203544460
http://www.wikidata.org/entity/Q256937,Aesti,20389
http://www.wikidata.org/entity/Q790084,Avaldsnes,20403
http://www.wikidata.org/entity/Q21556435,Balline,20406
http://www.wikidata.org/entity/Q856007,Białęcino,20407
http://www.wikidata.org/entity/Q858117,Biesenbrow,20408
http://www.wikidata.org/entity/Q674040,Albion,20419
http://www.wikidata.org/entity/Q34640,English Channel,20420
http://www.wikidata.org/entity/Q1272587,Dębczyno,20446
http://www.wikidata.org/entity/Q1011625,Eketorp Fort,20454
http://www.wikidata.org/entity/Q201706,Gepids,20467
http://www.wikidata.org/entity/Q5586901,Gorszewice,20471
http://www.wikidata.org/entity/Q1538832,Gothiscandza,20473
http://www.wikidata.org/entity/Q18290526,Havor,20482
http://www.wikidata.org/entity/Q302980,Hibernia,20487
http://www.wikidata.org/entity/Q392467,Illerup Ådal,20492
http://www.wikidata.org/entity/Q1720833,Kablow,20501
http://www.wikidata.org/entity/Q6439455,Krusza Zamkowa,20515
http://www.wikidata.org/entity/Q2264258,Kungsgården,20516
http://www.wikidata.org/entity/Q11752547,Lachmirowice,20519
http://www.wikidata.org/entity/Q8081300,Łęg Piekarski,20521
http://www.wikidata.org/entity/Q1094816,Lugii,20533
http://www.wikidata.org/entity/Q5915068,House of Julia Felix,205387552
http://www.wikidata.org/entity/Q2106878,Q2106878,20578
http://www.wikidata.org/entity/Q180074,Vasanello,20585718
http://www.wikidata.org/entity/Q1678429,Q1678429,20605
http://www.wikidata.org/entity/Q20963605,Snartemo,20609
http://www.wikidata.org/entity/Q12002066,Q12002066,20612
http://www.wikidata.org/entity/Q2509385,Vallhagar,20633
http://www.wikidata.org/entity/Q42211,Vandals,20634
http://www.wikidata.org/entity/Q1683065,Vidivarii,20636
http://www.wikidata.org/entity/Q2079922,Vrangstrup Parish,20641
http://www.wikidata.org/entity/Q506845,Węsiory,20643
http://www.wikidata.org/entity/Q8027814,Witaszkowo,20647
http://www.wikidata.org/entity/Q8040618,Wyszembork,20648
http://www.wikidata.org/entity/Q8070019,Zgliczyn-Pobodzy,20650
http://www.wikidata.org/entity/Q4677883,Acumincum,206874
http://www.wikidata.org/entity/Q12720555,Q12720555,206917
http://www.wikidata.org/entity/Q588163,Apoldu de Sus,206926
http://www.wikidata.org/entity/Q281470,Aradul Nou,206932
http://www.wikidata.org/entity/Q790075,Avala,206941
http://www.wikidata.org/entity/Q543387,Baia de Criș,206949
http://www.wikidata.org/entity/Q2257979,Bakionica,206952
http://www.wikidata.org/entity/Q810884,Batočina,206961
http://www.wikidata.org/entity/Q12081199,Batoți,206962
http://www.wikidata.org/entity/Q736635,Biatorbágy,206964
http://www.wikidata.org/entity/Q12087024,Bistrețu,206968
http://www.wikidata.org/entity/Q621513,Borlova,206977
http://www.wikidata.org/entity/Q2479066,Brangović,206981
http://www.wikidata.org/entity/Q2734641,Bregovina,206983
http://www.wikidata.org/entity/Q2926367,Brskovo,206987
http://www.wikidata.org/entity/Q103157668,Buciumi (Samian Ware Discovery Site),206991
http://www.wikidata.org/entity/Q842912,Budakeszi,206994
http://www.wikidata.org/entity/Q755790,Bulci,206998
http://www.wikidata.org/entity/Q103187651,Novi Banovci (Samian Ware Discovery Site),207001
http://www.wikidata.org/entity/Q655818,Buziaș,207002
http://www.wikidata.org/entity/Q12109752,Căciulătești,207005
http://www.wikidata.org/entity/Q5057793,Celegeri,207022
http://www.wikidata.org/entity/Q1735365,Castra of Göd-Bócsaújtelep,207045
http://www.wikidata.org/entity/Q1115552,Corpadea,207049
http://www.wikidata.org/entity/Q1735347,Castrum Cuccium,207058
http://www.wikidata.org/entity/Q19429,Petrovaradin,207061
http://www.wikidata.org/entity/Q854385,Debrc,207073
http://www.wikidata.org/entity/Q374877,Dezmir,207076
http://www.wikidata.org/entity/Q103160612,Dierna (Samian Ware Discovery Site),207078
http://www.wikidata.org/entity/Q839698,Divici,207079
http://www.wikidata.org/entity/Q342106,Đunis,207080
http://www.wikidata.org/entity/Q2037460,Dobanovci,207081
http://www.wikidata.org/entity/Q2457406,Dolno Linevo,207085
http://www.wikidata.org/entity/Q1085469,Dolno Ozirovo,207086
http://www.wikidata.org/entity/Q16507792,Q16507792,207091
http://www.wikidata.org/entity/Q748797,Dorog,207092
http://www.wikidata.org/entity/Q548565,Dupljaja,207103
http://www.wikidata.org/entity/Q11918142,Q11918142,207107
http://www.wikidata.org/entity/Q221483,Eibenthal,207108
http://www.wikidata.org/entity/Q1087127,Gaganitsa,207123
http://www.wikidata.org/entity/Q2457445,Gavril Genovo,207125
http://www.wikidata.org/entity/Q2548560,Georgi Damyanovo Municipality,207127
http://www.wikidata.org/entity/Q1029133,Ghelari,207131
http://www.wikidata.org/entity/Q2635534,Godljevo,207140
http://www.wikidata.org/entity/Q957628,Saint Stepanos Monastery,207143419
http://www.wikidata.org/entity/Q554384,Gornea,207145
http://www.wikidata.org/entity/Q2653727,Gorni Lom,207146
http://www.wikidata.org/entity/Q2728016,Gornja Kamenica,207147
http://www.wikidata.org/entity/Q1027461,Gornje Košlje,207148
http://www.wikidata.org/entity/Q1087021,Govezhda,207151
http://www.wikidata.org/entity/Q2457282,Gradeshnitsa,207154
http://www.wikidata.org/entity/Q2720751,Draževac,207156
http://www.wikidata.org/entity/Q304044,Grebenac,207159
http://www.wikidata.org/entity/Q1085542,Gromshin,207160
http://www.wikidata.org/entity/Q588775,Hărțăgani,207165
http://www.wikidata.org/entity/Q837167,Hațeg,207166
http://www.wikidata.org/entity/Q741468,Hondol,207172
http://www.wikidata.org/entity/Q11926060,Q11926060,207173
http://www.wikidata.org/entity/Q837791,Iazyges,207181
http://www.wikidata.org/entity/Q12127754,Iezureni,207184
http://www.wikidata.org/entity/Q663438,Iscroni,207190
http://www.wikidata.org/entity/Q2653732,Iskrets,207191
http://www.wikidata.org/entity/Q514703,Jebucu,207199
http://www.wikidata.org/entity/Q12731501,Q12731501,207202
http://www.wikidata.org/entity/Q646007,Korbovo,207216
http://www.wikidata.org/entity/Q16360358,Q16360358,207218
http://www.wikidata.org/entity/Q178168,Mitrovica,207219
http://www.wikidata.org/entity/Q1078492,Krachimir,207222
http://www.wikidata.org/entity/Q975144,Krčmar,207225
http://www.wikidata.org/entity/Q1022740,Krepoljin,207226
http://www.wikidata.org/entity/Q1789548,Krivelj,207227
http://www.wikidata.org/entity/Q3103126,Kučajna,207230
http://www.wikidata.org/entity/Q2730140,Kuršumlijska Banja,207232
http://www.wikidata.org/entity/Q499523,Castra Largiana,207234
http://www.wikidata.org/entity/Q3538786,Collina,207236501
http://www.wikidata.org/entity/Q3829351,Lederata,207237
http://www.wikidata.org/entity/Q14752597,Limes Dacicus,207241
http://www.wikidata.org/entity/Q1014882,Mačvanska Mitrovica,207255
http://www.wikidata.org/entity/Q2739248,Mala Jasikova,207260
http://www.wikidata.org/entity/Q756974,Mănărade,207264
http://www.wikidata.org/entity/Q211328,Great Morava,207268
http://www.wikidata.org/entity/Q2719664,Maskare,207271
http://www.wikidata.org/entity/Q283650,Forum Boarium,207271756
http://www.wikidata.org/entity/Q1145802,Great Altar of Hercules,207271757
http://www.wikidata.org/entity/Q846082,Medveđa,207274
http://www.wikidata.org/entity/Q675152,Moldova Veche,207292
http://www.wikidata.org/entity/Q3869982,Naissus,207303
http://www.wikidata.org/entity/Q103159746,Cluj-Napoca (Samian Ware Discovery Site),207304
http://www.wikidata.org/entity/Q2737297,Niševac,207308
http://www.wikidata.org/entity/Q747230,Ocna Dejului,207317
http://www.wikidata.org/entity/Q613069,Castra Optatiana,207322
http://www.wikidata.org/entity/Q2724615,Orljane,207324
http://www.wikidata.org/entity/Q3104683,Pakleštica,207328
http://www.wikidata.org/entity/Q627116,Petnic,207339
http://www.wikidata.org/entity/Q657786,Plješivica,207349
http://www.wikidata.org/entity/Q12353900,Felsőpozsgás,207354
http://www.wikidata.org/entity/Q7227965,Castrum Pons Augusti,207357
http://www.wikidata.org/entity/Q542391,Porolissum,207361
http://www.wikidata.org/entity/Q2721346,Rutevac,207363
http://www.wikidata.org/entity/Q12746755,Q12746755,207363
http://www.wikidata.org/entity/Q2035904,Prahovo,207365
http://www.wikidata.org/entity/Q2654374,Rabisha,207370
http://www.wikidata.org/entity/Q2737947,Rakinac,207374
http://www.wikidata.org/entity/Q1309702,Ratiaria,207376
http://www.wikidata.org/entity/Q846243,Reciu,207380
http://www.wikidata.org/entity/Q680163,Rgotina,207386
http://www.wikidata.org/entity/Q1189096,Ribița,207390
http://www.wikidata.org/entity/Q12148604,Rocșoreni,207393
http://www.wikidata.org/entity/Q904128,Gamzigrad,207395
http://www.wikidata.org/entity/Q2039400,Rudna Glava,207397
http://www.wikidata.org/entity/Q5824576,Salash,207409
http://www.wikidata.org/entity/Q1040487,Salaš Noćajski,207410
http://www.wikidata.org/entity/Q3893080,Sălciua de Sus,207412
http://www.wikidata.org/entity/Q396884,Șard,207422
http://www.wikidata.org/entity/Q391238,Šarkamen,207423
http://www.wikidata.org/entity/Q162858,Sarmatians,207424
http://www.wikidata.org/entity/Q14383,Sava,207429
http://www.wikidata.org/entity/Q4421796,Schela Cladovei,207432
http://www.wikidata.org/entity/Q540432,Scordisci,207434
http://www.wikidata.org/entity/Q472,Sofia,207439
http://www.wikidata.org/entity/Q396988,Șibot,207441
http://www.wikidata.org/entity/Q1309687,Singidunum,207443
http://www.wikidata.org/entity/Q103146499,Beograd / Београд (Samian Ware Discovery Site),207443
http://www.wikidata.org/entity/Q1022831,Sântămăria-Orlea,207445
http://www.wikidata.org/entity/Q242733,Sremska Mitrovica,207447
http://www.wikidata.org/entity/Q833060,Sirmium,207447
http://www.wikidata.org/entity/Q103196190,Sremska Mitrovica (Samian Ware Discovery Site),207447
http://www.wikidata.org/entity/Q615747,Slatina-Nera,207453
http://www.wikidata.org/entity/Q724850,Șoimușeni,207456
http://www.wikidata.org/entity/Q156053,Srebrenica,207462
http://www.wikidata.org/entity/Q3178911,Stalać,207463
http://www.wikidata.org/entity/Q2157272,Stănija,207464
http://www.wikidata.org/entity/Q824620,Strei-Săcel,207469
http://www.wikidata.org/entity/Q2537390,Svileuva,207476
http://www.wikidata.org/entity/Q2738810,Tabakovac,207483
http://www.wikidata.org/entity/Q2091689,Tabula Traiana,207484
http://www.wikidata.org/entity/Q682795,Țebea,207490
http://www.wikidata.org/entity/Q3322117,Monte Solaro,207490748
http://www.wikidata.org/entity/Q3104718,Temska,207493
http://www.wikidata.org/entity/Q727593,Tihău,207498
http://www.wikidata.org/entity/Q7804553,Timachi,207499
http://www.wikidata.org/entity/Q7804557,Timacum Minus,207501
http://www.wikidata.org/entity/Q632572,Tincova,207503
http://www.wikidata.org/entity/Q59473,Užice,207504
http://www.wikidata.org/entity/Q270704,Třebíč,207510
http://www.wikidata.org/entity/Q1257541,Triballi,207513
http://www.wikidata.org/entity/Q2671791,Ulpia Traiana Sarmizegetusa,207527
http://www.wikidata.org/entity/Q1721004,Vajuga,207534
http://www.wikidata.org/entity/Q2722778,Valakonje,207535
http://www.wikidata.org/entity/Q3105941,Veliki Jasenovac,207541
http://www.wikidata.org/entity/Q2738189,Veliko Orašje,207542
http://www.wikidata.org/entity/Q752946,Vidolm,207547
http://www.wikidata.org/entity/Q103196557,Stari Kostolac / Костолац (Samian Ware Discovery Site),207549
http://www.wikidata.org/entity/Q383521,Vitovnica,207559
http://www.wikidata.org/entity/Q1078518,Vodna,207561
http://www.wikidata.org/entity/Q3103116,Voluja,207562
http://www.wikidata.org/entity/Q2835890,Vranjani,207565
http://www.wikidata.org/entity/Q2738782,Vratarnica,207566
http://www.wikidata.org/entity/Q911241,Vučitrn,207570
http://www.wikidata.org/entity/Q3104262,Zabrežje,207573
http://www.wikidata.org/entity/Q4186255,Zanoge,207574
http://www.wikidata.org/entity/Q2017035,Zasele,207575
http://www.wikidata.org/entity/Q849786,Trajan's Bridge,207629
http://www.wikidata.org/entity/Q2198565,Alta Semita,208084576
http://www.wikidata.org/entity/Q2210995,Sacriporto,208591878
http://www.wikidata.org/entity/Q2103779,Ponte d'Augusto,208942846
http://www.wikidata.org/entity/Q28923250,ponte Fonnaia,208942848
http://www.wikidata.org/entity/Q43313414,Aurariae Dacicae,209138
http://www.wikidata.org/entity/Q6948301,Myriv,209323677
http://www.wikidata.org/entity/Q1135175,Colleville,209449758
http://www.wikidata.org/entity/Q31079,Port Said Governorate,211425276
http://www.wikidata.org/entity/Q178373,Rasht,211425279
http://www.wikidata.org/entity/Q63049,Abadan,211425280
http://www.wikidata.org/entity/Q6047095,Suadiye,211425282
http://www.wikidata.org/entity/Q5016951,"Caesar's Camp, Bracknell Forest",211426527
http://www.wikidata.org/entity/Q21556444,Pession,211448
http://www.wikidata.org/entity/Q7293080,Ranisstorum,211455
http://www.wikidata.org/entity/Q734903,Pons Cestius,211668069
http://www.wikidata.org/entity/Q1171904,Daskalio,212270979
http://www.wikidata.org/entity/Q286631,El-Assasif,21234998
http://www.wikidata.org/entity/Q3035640,Domus dei Coiedii,213761155
http://www.wikidata.org/entity/Q3443476,Roussolakkos excavation,213924739
http://www.wikidata.org/entity/Q103193526,Saint-Rémy-de-Provence (Samian Ware Discovery Site),21401
http://www.wikidata.org/entity/Q185068,Urartu,214160492
http://www.wikidata.org/entity/Q204490,Zingsheim,214198449
http://www.wikidata.org/entity/Q3661352,Samnite House,214908564
http://www.wikidata.org/entity/Q55634900,Temple of Al-Lat,215749623
http://www.wikidata.org/entity/Q977606,Crypta Neapolitana,2160179
http://www.wikidata.org/entity/Q2175661,Abrit,216687
http://www.wikidata.org/entity/Q4674089,Acidava,216691
http://www.wikidata.org/entity/Q18543676,Aegyssus,216694
http://www.wikidata.org/entity/Q1078758,Altimir,216699
http://www.wikidata.org/entity/Q621033,Q621033,216707
http://www.wikidata.org/entity/Q622976,Aquae Calidae,216709
http://www.wikidata.org/entity/Q2860898,Castrum Argamum,216710
http://www.wikidata.org/entity/Q18537621,Axiopolis,216722
http://www.wikidata.org/entity/Q755749,Bastarnae,216728
http://www.wikidata.org/entity/Q26206075,Augusta Traiana,216731
http://www.wikidata.org/entity/Q186576,Pazardzhik,216732
http://www.wikidata.org/entity/Q9174006,Bizone,216734
http://www.wikidata.org/entity/Q2900394,Buridava,216741
http://www.wikidata.org/entity/Q467498,Mangalia,216744
http://www.wikidata.org/entity/Q12108312,Canlia,216747
http://www.wikidata.org/entity/Q18288969,Capidava,216748
http://www.wikidata.org/entity/Q15056946,Q15056946,216750
http://www.wikidata.org/entity/Q5046883,Castrum Carsium,216753
http://www.wikidata.org/entity/Q5050707,Castra Traiana,216755
http://www.wikidata.org/entity/Q5057059,Castra Cedonia,216758
http://www.wikidata.org/entity/Q736276,Cernavodă,216762
http://www.wikidata.org/entity/Q834503,Cincșor,216771
http://www.wikidata.org/entity/Q12111541,Cochirleni,216773
http://www.wikidata.org/entity/Q613565,Castra Cumidava,216775
http://www.wikidata.org/entity/Q869369,Costoboci,216778
http://www.wikidata.org/entity/Q1201664,Develtos,216788
